24-08-2018 10:19:25 INFO     [app.py: 13] Loading books list...
24-08-2018 10:19:25 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:25 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET / HTTP/1.1" 200 None
24-08-2018 10:19:25 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:26 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-2.html HTTP/1.1" 200 None
24-08-2018 10:19:26 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:26 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-3.html HTTP/1.1" 200 None
24-08-2018 10:19:26 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:27 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-4.html HTTP/1.1" 200 None
24-08-2018 10:19:27 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:27 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-5.html HTTP/1.1" 200 None
24-08-2018 10:19:27 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:27 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-6.html HTTP/1.1" 200 None
24-08-2018 10:19:27 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:28 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-7.html HTTP/1.1" 200 None
24-08-2018 10:19:28 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:28 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-8.html HTTP/1.1" 200 None
24-08-2018 10:19:28 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:29 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-9.html HTTP/1.1" 200 None
24-08-2018 10:19:29 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:29 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-10.html HTTP/1.1" 200 None
24-08-2018 10:19:29 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:29 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-11.html HTTP/1.1" 200 None
24-08-2018 10:19:29 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:30 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-12.html HTTP/1.1" 200 None
24-08-2018 10:19:30 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:30 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-13.html HTTP/1.1" 200 None
24-08-2018 10:19:30 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:30 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-14.html HTTP/1.1" 200 None
24-08-2018 10:19:31 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:31 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-15.html HTTP/1.1" 200 None
24-08-2018 10:19:31 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:31 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-16.html HTTP/1.1" 200 None
24-08-2018 10:19:31 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:32 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-17.html HTTP/1.1" 200 None
24-08-2018 10:19:32 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:32 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-18.html HTTP/1.1" 200 None
24-08-2018 10:19:32 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:33 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-19.html HTTP/1.1" 200 None
24-08-2018 10:19:33 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:33 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-20.html HTTP/1.1" 200 None
24-08-2018 10:19:33 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:34 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-21.html HTTP/1.1" 200 None
24-08-2018 10:19:34 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:34 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-22.html HTTP/1.1" 200 None
24-08-2018 10:19:34 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:34 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-23.html HTTP/1.1" 200 None
24-08-2018 10:19:34 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:35 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-24.html HTTP/1.1" 200 None
24-08-2018 10:19:35 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:35 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-25.html HTTP/1.1" 200 None
24-08-2018 10:19:35 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:36 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-26.html HTTP/1.1" 200 None
24-08-2018 10:19:36 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:36 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-27.html HTTP/1.1" 200 None
24-08-2018 10:19:36 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:37 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-28.html HTTP/1.1" 200 None
24-08-2018 10:19:37 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:37 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-29.html HTTP/1.1" 200 None
24-08-2018 10:19:37 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:38 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-30.html HTTP/1.1" 200 None
24-08-2018 10:19:38 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:38 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-31.html HTTP/1.1" 200 None
24-08-2018 10:19:38 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:38 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-32.html HTTP/1.1" 200 None
24-08-2018 10:19:38 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:39 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-33.html HTTP/1.1" 200 None
24-08-2018 10:19:39 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:39 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-34.html HTTP/1.1" 200 None
24-08-2018 10:19:39 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:40 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-35.html HTTP/1.1" 200 None
24-08-2018 10:19:40 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:40 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-36.html HTTP/1.1" 200 None
24-08-2018 10:19:40 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:40 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-37.html HTTP/1.1" 200 None
24-08-2018 10:19:40 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:41 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-38.html HTTP/1.1" 200 None
24-08-2018 10:19:41 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:41 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-39.html HTTP/1.1" 200 None
24-08-2018 10:19:41 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:42 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-40.html HTTP/1.1" 200 None
24-08-2018 10:19:42 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:42 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-41.html HTTP/1.1" 200 None
24-08-2018 10:19:42 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
24-08-2018 10:19:42 DEBUG    [connectionpool.py: 393] http://books.toscrape.com:80 "GET /catalogue/page-42.html HTTP/1.1" 200 None
24-08-2018 10:19:42 DEBUG    [connectionpool.py: 205] Starting new HTTP connection (1): books.toscrape.com:80
